month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
April 2019,Uttarakhand,104,520,52.00,260.00
May 2019,Uttarakhand,112,560,56.00,280.00
June 2019,Uttarakhand,120,600,60.00,300.00
July 2019,Uttarakhand,128,640,64.00,320.00
August 2019,Uttarakhand,136,680,68.00,340.00
September 2019,Uttarakhand,144,720,72.00,360.00
October 2019,Uttarakhand,152,760,76.00,380.00
November 2019,Uttarakhand,160,800,80.00,400.00
December 2019,Uttarakhand,168,840,84.00,420.00
January 2020,Uttarakhand,176,880,88.00,440.00
February 2020,Uttarakhand,184,920,92.00,460.00
March 2020,Uttarakhand,192,960,96.00,480.00
April 2020,Uttarakhand,196,980,98.00,490.00
May 2020,Uttarakhand,200,1000,100.00,500.00
June 2020,Uttarakhand,224,1120,112.00,560.00
July 2020,Uttarakhand,256,1280,128.00,640.00
August 2020,Uttarakhand,288,1440,144.00,720.00
September 2020,Uttarakhand,320,1600,160.00,800.00
October 2020,Uttarakhand,352,1760,176.00,880.00
November 2020,Uttarakhand,384,1920,192.00,960.00
December 2020,Uttarakhand,416,2080,208.00,"1,040.00"
January 2021,Uttarakhand,448,2240,224.00,"1,120.00"
February 2021,Uttarakhand,480,2400,240.00,"1,200.00"
March 2021,Uttarakhand,512,2560,256.00,"1,280.00"
April 2021,Uttarakhand,537,2657,269.00,"1,337.00"
May 2021,Uttarakhand,576,2880,288.00,"1,440.00"
June 2021,Uttarakhand,615,3103,309.00,"1,549.00"
July 2021,Uttarakhand,654,3326,330.00,"1,658.00"
August 2021,Uttarakhand,693,3549,351.00,"1,767.00"
September 2021,Uttarakhand,732,3772,372.00,"1,876.00"
October 2021,Uttarakhand,771,3995,393.00,"1,985.00"
November 2021,Uttarakhand,822,4257,417.00,"2,118.00"
December 2021,Uttarakhand,879,4560,444.00,"2,274.00"
January 2022,Uttarakhand,936,4863,471.00,"2,430.00"
February 2022,Uttarakhand,993,5166,498.00,"2,586.00"
March 2022,Uttarakhand,1050,5469,525.00,"2,742.00"
April 2022,Uttarakhand,1107,5772,552.00,"2,898.00"
May 2022,Uttarakhand,1170,6132,584.00,"3,072.00"
June 2022,Uttarakhand,1296,6804,648.00,"3,408.00"
July 2022,Uttarakhand,1422,7476,712.00,"3,744.00"
August 2022,Uttarakhand,1548,8148,776.00,"4,080.00"
September 2022,Uttarakhand,1674,8820,840.00,"4,416.00"
October 2022,Uttarakhand,1890,10000,945.00,"5,000.00"
November 2022,Uttarakhand,2025,10700,"1,010.00","5,350.00"
December 2022,Uttarakhand,2175,11500,"1,085.00","5,775.00"
January 2023,Uttarakhand,2325,12300,"1,160.00","6,200.00"
February 2023,Uttarakhand,2430,12860,"1,213.00","6,471.00"
March 2023,Uttarakhand,2535,13420,"1,266.00","6,742.00"
April 2023,Uttarakhand,2640,13980,"1,319.00","7,013.00"
May 2023,Uttarakhand,2790,14790,"1,394.00","7,414.00"
June 2023,Uttarakhand,3090,16410,"1,548.00","8,256.00"
July 2023,Uttarakhand,3390,18030,"1,702.00","9,098.00"
August 2023,Uttarakhand,3690,19650,"1,856.00","9,940.00"
September 2023,Uttarakhand,3990,21270,"2,010.00","10,782.00"
October 2023,Uttarakhand,4290,22890,"2,164.00","11,624.00"
April 2016,West Bengal,200,1000,100.00,500.00
May 2016,West Bengal,220,1100,110.00,550.00
June 2016,West Bengal,240,1200,120.00,600.00
July 2016,West Bengal,260,1300,130.00,650.00
August 2016,West Bengal,280,1400,140.00,700.00
September 2016,West Bengal,300,1500,150.00,750.00
October 2016,West Bengal,320,1600,160.00,800.00
November 2016,West Bengal,340,1700,170.00,850.00
December 2016,West Bengal,360,1800,180.00,900.00
January 2017,West Bengal,380,1900,190.00,950.00
February 2017,West Bengal,400,2000,200.00,"1,000.00"
March 2017,West Bengal,420,2100,210.00,"1,050.00"
April 2017,West Bengal,440,2200,220.00,"1,100.00"
May 2017,West Bengal,460,2300,230.00,"1,150.00"
June 2017,West Bengal,480,2400,240.00,"1,200.00"
July 2017,West Bengal,500,2500,250.00,"1,250.00"
August 2017,West Bengal,520,2600,260.00,"1,300.00"
September 2017,West Bengal,540,2700,270.00,"1,350.00"
October 2017,West Bengal,560,2800,280.00,"1,400.00"
November 2017,West Bengal,580,2900,290.00,"1,450.00"
December 2017,West Bengal,600,3000,300.00,"1,500.00"
January 2018,West Bengal,620,3100,310.00,"1,550.00"
February 2018,West Bengal,640,3200,320.00,"1,600.00"
March 2018,West Bengal,660,3300,330.00,"1,650.00"
April 2018,West Bengal,680,3400,340.00,"1,700.00"
May 2018,West Bengal,700,3500,350.00,"1,750.00"
June 2018,West Bengal,720,3600,360.00,"1,800.00"
July 2018,West Bengal,740,3700,370.00,"1,850.00"
August 2018,West Bengal,760,3800,380.00,"1,900.00"
September 2018,West Bengal,780,3900,390.00,"1,950.00"
October 2018,West Bengal,800,4000,400.00,"2,000.00"
November 2018,West Bengal,850,4250,425.00,"2,125.00"
December 2018,West Bengal,900,4500,450.00,"2,250.00"
January 2019,West Bengal,950,4750,475.00,"2,375.00"
February 2019,West Bengal,1000,5000,500.00,"2,500.00"
March 2019,West Bengal,1050,5250,525.00,"2,625.00"
April 2019,West Bengal,1100,5500,550.00,"2,750.00"
May 2019,West Bengal,1200,6000,600.00,"3,000.00"
June 2019,West Bengal,1300,6500,650.00,"3,250.00"
July 2019,West Bengal,1400,7000,700.00,"3,500.00"
August 2019,West Bengal,1500,7500,750.00,"3,750.00"
September 2019,West Bengal,1600,8000,800.00,"4,000.00"
October 2019,West Bengal,1700,8500,850.00,"4,250.00"
November 2019,West Bengal,1800,9000,900.00,"4,500.00"
December 2019,West Bengal,1900,9500,950.00,"4,750.00"
January 2020,West Bengal,2000,10000,"1,000.00","5,000.00"
February 2020,West Bengal,2100,10500,"1,050.00","5,250.00"
March 2020,West Bengal,2200,11000,"1,100.00","5,500.00"
April 2020,West Bengal,2250,11250,"1,125.00","5,625.00"
May 2020,West Bengal,2300,11500,"1,150.00","5,750.00"
June 2020,West Bengal,2600,13000,"1,300.00","6,500.00"
July 2020,West Bengal,2900,14500,"1,450.00","7,250.00"
August 2020,West Bengal,3200,16000,"1,600.00","8,000.00"
September 2020,West Bengal,3500,17500,"1,750.00","8,750.00"
October 2020,West Bengal,3800,19000,"1,900.00","9,500.00"
November 2020,West Bengal,4100,20500,"2,100.00","10,250.00"
December 2020,West Bengal,4400,22000,"2,300.00","11,000.00"
January 2021,West Bengal,4700,23500,"2,400.00","11,750.00"
February 2021,West Bengal,5000,25000,"2,500.00","12,500.00"
March 2021,West Bengal,5300,26500,"2,600.00","13,250.00"
April 2021,West Bengal,5600,27840,"2,736.00","13,632.00"
May 2021,West Bengal,6000,30000,"2,880.00","14,400.00"
June 2021,West Bengal,6400,32000,"3,072.00","15,360.00"
July 2021,West Bengal,6800,34000,"3,264.00","16,320.00"
August 2021,West Bengal,7200,36000,"3,456.00","17,280.00"
September 2021,West Bengal,7600,38000,"3,648.00","18,240.00"
October 2021,West Bengal,8000,40000,"3,840.00","19,200.00"
November 2021,West Bengal,8500,42500,"4,032.00","20,160.00"
December 2021,West Bengal,9000,45000,"4,224.00","21,120.00"
January 2022,West Bengal,9500,47500,"4,464.00","22,320.00"
February 2022,West Bengal,10000,50000,"4,704.00","23,520.00"
March 2022,West Bengal,10500,52500,"4,944.00","24,720.00"
April 2022,West Bengal,11000,55000,"5,184.00","25,920.00"
May 2022,West Bengal,11700,58500,"5,472.00","27,360.00"
June 2022,West Bengal,13000,65000,"6,080.00","30,400.00"
July 2022,West Bengal,14500,71500,"6,688.00","33,420.00"
August 2022,West Bengal,16000,80000,"7,296.00","36,480.00"
September 2022,West Bengal,17500,85000,"7,904.00","39,520.00"
October 2022,West Bengal,20000,100000,"8,960.00","44,800.00"
November 2022,West Bengal,21500,107000,"9,568.00","47,890.00"
December 2022,West Bengal,23000,115000,"10,320.00","51,200.00"
January 2023,West Bengal,25500,127500,"11,370.00","56,370.00"
February 2023,West Bengal,27000,135000,"12,100.00","60,600.00"
March 2023,West Bengal,28500,142500,"12,830.00","64,830.00"
April 2023,West Bengal,30000,150000,"13,560.00","69,060.00"
May 2023,West Bengal,31500,157500,"14,256.00","72,640.00"
June 2023,West Bengal,35000,175000,"15,840.00","80,720.00"
July 2023,West Bengal,40000,200000,"17,920.00","89,600.00"
August 2023,West Bengal,45000,225000,"20,000.00","100,000.00"
September 2023,West Bengal,50000,250000,"22,080.00","110,400.00"
October 2023,West Bengal,55000,275000,"24,160.00","120,800.00"
